Place_id,Ciclo,idRegistroEncuesta,idEstablecimiento,NombreEstablecimiento,Direccion,FotoStickerFemsa,Imagen,CodifoclienteKof_Mex,Tiene match?,IdEstablecimeinto Matcheado,
239709acc380dee272b7e88c3a36bd60,623,6865482,980538,Miscelanea Acueducto,ZUMPANGO.46.1.2.,https://shortextraction.grupomeiko.io/20230630/626_3637971_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
e3d3d8882162223bf0e8e91c37ed7995,subido,6865480,980536,Abarrotes el exito,CIUDAD DE MEXICO.12.3.3.F,https://shortextraction.grupomeiko.io/20230630/626_3637969_FotoStickerFemsa.jpg,,120300108,"SI , idestablecimiento Diferente",903584,ajustar
62ed0f14b064dca0ad5c7d1248966def,subido,6865474,772098,la abundancia del señor,CIUDAD DE MEXICO.8.2.6.F,https://shortextraction.grupomeiko.io/20230630/626_3637963_FotoStickerFemsa.jpg,,120185948,"SI , idestablecimiento Diferente",772100,ajustar
d809d38acb27907260b44441fae26229,623,6865170,980506,Antojitos Mexicanos,ZUMPANGO.46.1.2.,https://shortextraction.grupomeiko.io/20230630/626_3637870_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
9924016372851a3aea85d494a5d1c810,subido,6865157,980495,tortas el depa,ATIZAPAN DE ZARAGOZA.1.6.5.C,https://shortextraction.grupomeiko.io/20230630/626_3637770_FotoStickerFemsa.jpg,,120307637,"SI , idestablecimiento Diferente",871302,ajustar
afc954af23c810306081a5fd04d78eb7,subido,6865154,980493,Abts el costeno,ATIZAPAN DE ZARAGOZA.1.6.5.C,https://shortextraction.grupomeiko.io/20230630/626_3637767_FotoStickerFemsa.jpg,,110214818,"SI , idestablecimiento Diferente",880733,ajustar
b8a675fe192c43bce392734767b203e2,623,6865149,980491,Miscelanea Mi Sol,ZUMPANGO.46.1.2.,https://shortextraction.grupomeiko.io/20230630/626_3637737_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
6f85229a095ea4dbed4f00d6e2f1cedd,623,6865148,979391,puesto de hamburguesas,CIUDAD DE MEXICO.12.4.7.C,https://shortextraction.grupomeiko.io/20230630/626_3637730_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
e768518704fb8955d09c6337cf3b591b,623,6865147,979390,Las plantas,ZUMPANGO.46.1.2.None,https://shortextraction.grupomeiko.io/20230630/626_3637721_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
57359cb50d4e8df2859a85b30d033544,623,6865146,980490,La tienda azul,ZUMPANGO.46.1.2.,https://shortextraction.grupomeiko.io/20230630/626_3637720_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
a094db21ea99be710972b7e7fa994245,623,6865123,979380,gallardo,NEZAHUALCOYOTL.1.2.4.B,https://shortextraction.grupomeiko.io/20230630/626_3637593_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
d3c5bbeaac0cc0b7a5ab4d8ca58ccd6f,subido,6865119,980480,abt  danny,ZUMPANGO.54.1.1.,https://shortextraction.grupomeiko.io/20230630/626_3637581_FotoStickerFemsa.jpg,,120149629,No tiene Match,NULL,NO aplica
74a58e08ca2c45fd46f532d28331de53,subido,6864639,979353,no tiene,ATIZAPAN DE ZARAGOZA.1.4.10.F,https://shortextraction.grupomeiko.io/20230630/626_3637222_FotoStickerFemsa.jpg,,110274319,No tiene Match,NULL,NO aplica
ac1d67351b269f75afbc3deb3b727697,623,6864636,981281,el chino,NEZAHUALCOYOTL.1.2.4.A,https://shortextraction.grupomeiko.io/20230630/626_3637202_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
31e08e0652e80020625e5565e55840cb,623,6864628,979349,puesto tortas,CIUDAD DE MEXICO.12.4.7.A,https://shortextraction.grupomeiko.io/20230630/626_3637174_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
327e6d99d91eef3f3a5a57df535a7160,623,6864611,980434,La nueva,ZUMPANGO.46.1.2.,https://shortextraction.grupomeiko.io/20230630/626_3637147_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
9aa2a702f886990fcee1b48e9dc894c0,623,6864610,981280,Minisuper,ZUMPANGO.46.1.2.,https://shortextraction.grupomeiko.io/20230630/626_3637146_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
dad67cc11131e9748448f8324fde201e,623,6864606,980432,TAQUITOS SAN PEDRO,NAUCALPAN DE JUAREZ.1.5.9.B,https://shortextraction.grupomeiko.io/20230630/626_3637106_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
ff2ff82e43642123f239fdfc13c48a7c,623,6864605,980431,ABARROTES LOS PINOS,NAUCALPAN DE JUAREZ.1.5.9.F,https://shortextraction.grupomeiko.io/20230630/626_3637105_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
4551f0d8f56c229292c7d1c3269457ce,623,6864602,979346,casa blanca,NEZAHUALCOYOTL.1.2.4.F,https://shortextraction.grupomeiko.io/20230630/626_3637062_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
43267c7792f8087b300ca9a1de84f829,623,6864590,979345,abts el llano,ZUMPANGO.1.1.6.None,https://shortextraction.grupomeiko.io/20230630/626_3637013_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
65e395f4abb8b1e8321f5722045f0b3f,subido,6864588,979344,abartotes el niño Jesus,IXTAPALUCA.151.1.1.A,https://shortextraction.grupomeiko.io/20230630/626_3636998_FotoStickerFemsa.jpg,,120195158,"SI , idestablecimiento Diferente",946382,ajustar
9c40aafab7d066e86a2088863b657a54,623,6864138,981271,el chicles,NEZAHUALCOYOTL.1.2.4.D,https://shortextraction.grupomeiko.io/20230630/626_3636913_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
bec90642ee433f8d945734e97cd6756e,623,6864123,980407,gaby,TEXCOCO.1.1.1.,https://shortextraction.grupomeiko.io/20230630/626_3636783_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
ed0adc1e5abf7107b68af9d21c462cb0,subido,6864122,981269,Abarrotes el Pedregal,HUIXQUILUCAN.71.1.4.A,https://shortextraction.grupomeiko.io/20230630/626_3636777_FotoStickerFemsa.jpg,,110220308,"SI , idestablecimiento Diferente",746223,ajustar
2fcf91d43bb1b95d7d2af52e4a460b72,623,6864118,979324,Expendio de cerveza y vinos,ZUMPANGO.46.1.2.None,https://shortextraction.grupomeiko.io/20230630/626_3636743_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
808475e4e20feabba104000d9b594ffa,623,6864115,979322,don chucho,NEZAHUALCOYOTL.1.4.1.F,https://shortextraction.grupomeiko.io/20230630/626_3636730_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
c596da1be1523e3a33b07a5f0e4c48cf,subido,6864112,981024,verduleria santy,CIUDAD DE MEXICO.12.7.1.A,https://shortextraction.grupomeiko.io/20230630/626_3636717_FotoStickerFemsa.jpg,,120211900,No tiene Match,NULL,NO aplica
32a31c1354dbf624bf755197288f80b6,subido,6864103,796807,miscelanea luna,CIUDAD DE MEXICO.7.5.1.A,https://shortextraction.grupomeiko.io/20230630/626_3636669_FotoStickerFemsa.jpg,,101916857,"SI , idestablecimiento Diferente",748541,ajustar
91a83c92d37b28b887da71ea04021e1c,623,6864094,980400,la tiendita,NAUCALPAN DE JUAREZ.1.4.4.A,https://shortextraction.grupomeiko.io/20230630/626_3636631_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
845a58196d80b6ab9a820edbf062cc35,623,6864089,980398,dulce,TEXCOCO.21.1.1.,https://shortextraction.grupomeiko.io/20230630/626_3636608_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
d8f13412d328eb4925d8bb2f2d4071df,623,6864077,979307,abrtotes parquesito,TEXCOCO.1.1.1.None,https://shortextraction.grupomeiko.io/20230630/626_3636549_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
42645d55ce0a5d36b6016d111b01677a,623,6864076,979306,abts tahid,NEZAHUALCOYOTL.1.4.1.F,https://shortextraction.grupomeiko.io/20230630/626_3636546_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
777fa66b64320f58e822fec4e6f9c502,subido,6864073,980390,la  cerradita,ZUMPANGO.1.1.4.,https://shortextraction.grupomeiko.io/20230630/626_3636541_FotoStickerFemsa.jpg,,120161075,No aplica,No aplica,ajustar
11a0dfab8bfea98034e18445584dc26a,subido,6864065,981266,Texas,IXTAPALUCA.1.3.7.C,https://shortextraction.grupomeiko.io/20230630/626_3636525_FotoStickerFemsa.jpg,,120045815,"SI , idestablecimiento Diferente",894635,ajustar
380ba123df3e61e1898acca31a4499c8,623,6864062,979301,La escondida,ZUMPANGO.46.1.2.None,https://shortextraction.grupomeiko.io/20230630/626_3636480_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
0a6461b4d4719ad6a1a67cc3d5f06d95,subido,6864057,980384,abt las chiquitas,ZUMPANGO.54.1.1.,https://shortextraction.grupomeiko.io/20230630/626_3636450_FotoStickerFemsa.jpg,,120146471,No tiene Match,NULL,NO aplica
8c14cfc8c801ce46e5d1c096f6a1a09f,subido,6864052,979297,tienda lili,CHALCO.1.1.11.None,https://shortextraction.grupomeiko.io/20230630/626_3636431_FotoStickerFemsa.jpg,,105218288,No tiene Match,NULL,NO aplica
d1e12c318d9f4a0acad5efea845fb966,subido,6864048,979294,abarrotes el cartin,CIUDAD DE MEXICO.12.4.7.F,https://shortextraction.grupomeiko.io/20230630/626_3636420_FotoStickerFemsa.jpg,,120079243,No aplica,NULL,NO aplica
7208c032d7e18ba2282fcec0f9941288,623,6863686,980382,casa gonzales,NEZAHUALCOYOTL.1.4.1.F,https://shortextraction.grupomeiko.io/20230630/626_3636361_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
590435e441354a6ba3e00b1f213b81f0,623,6863680,839011,corazon,ATIZAPAN DE ZARAGOZA.1.4.10.E,https://shortextraction.grupomeiko.io/20230630/626_3636336_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
23eec035079d978a9b66477c02c88fc1,623,6863679,980380,antojitos mexicanos,LA PAZ.38.1.2.A,https://shortextraction.grupomeiko.io/20230630/626_3636335_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
7316ae912b0419ff76c142696823e9b3,subido,6863672,980377,Misc la providencia,ZUMPANGO.1.1.6.,https://shortextraction.grupomeiko.io/20230630/626_3636298_FotoStickerFemsa.jpg,,110124441,No aplica,NULL,NO aplica
edafccf035c7f4145f24eccfc29f99a4,subido,6863665,980375,Abarrotes Juanita,ATIZAPAN DE ZARAGOZA.1.4.4.A,https://shortextraction.grupomeiko.io/20230630/626_3636279_FotoStickerFemsa.jpg,,120147010,"SI , idestablecimiento Diferente",911880,ajustar
51525c6bf815922cf00fd8d9ac92da0d,subido,6863661,981262,anai,NEZAHUALCOYOTL.1.2.4.D,https://shortextraction.grupomeiko.io/20230630/626_3636268_FotoStickerFemsa.jpg,,120152204,No tiene Match,NULL,NO aplica
4253e44deef9c7169338ba0244e42e46,623,6863655,979263,Abarrotes Acapulco,CHALCO.1.1.7.None,https://shortextraction.grupomeiko.io/20230630/626_3636248_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
82d819073420dacbef0275d749807512,623,6863646,979259,La escalera,ZUMPANGO.46.1.2.None,https://shortextraction.grupomeiko.io/20230630/626_3636205_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
5f67f24020837a7fb5c4459a6e00eed8,subido,6863617,979250,super mini,CHIMALHUACAN.1.2.8.A,https://shortextraction.grupomeiko.io/20230630/626_3636079_FotoStickerFemsa.jpg,,12005422,No aplica,NULL,NO aplica
1c68f0b7ffcc25e168d81383b22fdd45,623,6863616,979249,ls central,NEZAHUALCOYOTL.1.4.1.F,https://shortextraction.grupomeiko.io/20230630/626_3636074_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
b21cfc81ce1ee3ca52cac585b36fb6bf,623,6863613,979248,pequeñita,ATIZAPAN DE ZARAGOZA.1.4.10.E,https://shortextraction.grupomeiko.io/20230630/626_3636069_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
70fc2482d5369fac9c2555c04fe30f46,subido,6863612,981259,los abuelos,TEXCOCO.1.1.2.,https://shortextraction.grupomeiko.io/20230630/626_3636066_FotoStickerFemsa.jpg,,120177738,No tiene Match,NULL,NO aplica
197ce53e1643ae7aa9a7b664a356f0cd,623,6863601,980355,rostiveria el sol,NEZAHUALCOYOTL.1.2.4.D,https://shortextraction.grupomeiko.io/20230630/626_3636025_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
48481a69314d370fbc5146e83230f168,623,6863134,981256,arbolitos,TEXCOCO.1.1.1.,https://shortextraction.grupomeiko.io/20230630/626_3635985_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
27c75e54cc934750111704df30808368,623,6863127,979224,la poblanita,NEZAHUALCOYOTL.1.4.1.F,https://shortextraction.grupomeiko.io/20230630/626_3635969_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
7d477bb861bb3eff2cf98b6f9d128896,623,6863122,980347,La Pancita de los Papas,ATIZAPAN DE ZARAGOZA.1.4.4.B,https://shortextraction.grupomeiko.io/20230630/626_3635949_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
7ce6cc0b9fd04c007ec733dfbaa3f346,subido,6863118,980345,Cremeria la Suprema,HUIXQUILUCAN.71.1.4.B,https://shortextraction.grupomeiko.io/20230630/626_3635936_FotoStickerFemsa.jpg,,120280184,"SI , idestablecimiento Diferente",746225,ajustar
ba18288ade8e62371fb21796cc069b7d,subido,6863115,980343,tienda,LA PAZ.36.1.1.F,https://shortextraction.grupomeiko.io/20230630/626_3635925_FotoStickerFemsa.jpg,,120011769,"SI , idestablecimiento Diferente",754834,ajustar
66d4f9a5e4469ba4f875598e2db58258,subido,6863113,980342,abts jose,CIUDAD DE MEXICO.12.7.3.F,https://shortextraction.grupomeiko.io/20230630/626_3635918_FotoStickerFemsa.jpg,,120348425,No aplica,NULL,NO aplica
5f486003c8c7dac9e2e2a18a5f1cb7b6,623,6863109,980341,La tienda de la esquina,ZUMPANGO.46.1.2.,https://shortextraction.grupomeiko.io/20230630/626_3635894_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
65dcae2d89b5ea8d1265ef9af0c58775,623,6863102,980339,torteria sin,TEXCOCO.1.1.1.,https://shortextraction.grupomeiko.io/20230630/626_3635856_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
dccf5c9fb147ae87086648a356cf24d5,623,6863096,979215,carrasco,ATIZAPAN DE ZARAGOZA.1.4.10.E,https://shortextraction.grupomeiko.io/20230630/626_3635836_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
84a07d399415e1229dd59ab6dbfeb066,623,6863045,979201,chata,ATIZAPAN DE ZARAGOZA.1.4.10.F,https://shortextraction.grupomeiko.io/20230630/626_3635613_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
45fb367900702b341cc27609dcae8b20,623,6863042,980322,Tortas El Toluco,ATIZAPAN DE ZARAGOZA.1.4.4.B,https://shortextraction.grupomeiko.io/20230630/626_3635598_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
9e45196b774f66301de6d342ce9becc9,623,6863041,980321,CHARLOTTE,TEXCOCO.1.1.2.,https://shortextraction.grupomeiko.io/20230630/626_3635586_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
73752534ebead69ec86d49ec6f6e78ce,623,6863039,979198,vinos y licores el oso,NAUCALPAN DE JUAREZ.1.5.9.B,https://shortextraction.grupomeiko.io/20230630/626_3635583_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
79f1a7582d1708a5ca4784247ea3b3b0,623,6863035,979196,ventanita,NEZAHUALCOYOTL.1.4.1.F,https://shortextraction.grupomeiko.io/20230630/626_3635563_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
6c33ced952f8fc8b365bcbd6d3ed49be,623,6863026,847327,54,NEZAHUALCOYOTL.1.2.4.C,https://shortextraction.grupomeiko.io/20230630/626_3635522_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
f750b5badd06d11e9f7db6af9ae345a8,subido,6863025,979193,abarrotes la divina,CIUDAD DE MEXICO.12.7.3.F,https://shortextraction.grupomeiko.io/20230630/626_3635519_FotoStickerFemsa.jpg,,101811829,No tiene Match,NULL,NO aplica
fbfbc749c3fca6f330c0cf96cae89a64,subido,6863024,980316,richarzon,CHALCO.1.1.7.,https://shortextraction.grupomeiko.io/20230630/626_3635506_FotoStickerFemsa.jpg,,105201751,No tiene Match,NULL,NO aplica
fd46b73c100038848ecb818c7d9c369f,623,6863014,980313,la tiendita,ATIZAPAN DE ZARAGOZA.1.4.10.A,https://shortextraction.grupomeiko.io/20230630/626_3635448_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
7ed948a986f092358eba8f844d5407bb,623,6863003,980306,gloria,TEXCOCO.1.1.3.,https://shortextraction.grupomeiko.io/20230630/626_3635417_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
90900fe9b784c2854de9cbafb6480121,subido,6863000,979189,9999999999999999,ATIZAPAN DE ZARAGOZA.1.4.8.A,https://shortextraction.grupomeiko.io/20230630/626_3635408_FotoStickerFemsa.jpg,,104409565,No tiene Match,766019,ajustar
2dbb47e505045022f42ffbeb0d82818f,subido,6862485,979161,La casa de las Ranas,HUIXQUILUCAN.71.1.4.F,https://shortextraction.grupomeiko.io/20230630/626_3635313_FotoStickerFemsa.jpg,,110233664,"SI , idestablecimiento Diferente",803121,ajustar
cf3467d4d77ee7fff29a3622a478fe44,623,6862484,980284,2 hermanos,NEZAHUALCOYOTL.1.4.1.F,https://shortextraction.grupomeiko.io/20230630/626_3635311_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
572011abac2d3e0e8409ef7a333762e4,subido,6862482,980282,Misc Avila,ZUMPANGO.1.1.6.,https://shortextraction.grupomeiko.io/20230630/626_3635304_FotoStickerFemsa.jpg,,120207508,No tiene Match,NULL,NO aplica
93055c135031c1fb14cb3aa9d1f9f846,623,6862472,980278,cafeteria del angel,TEXCOCO.1.1.1.,https://shortextraction.grupomeiko.io/20230630/626_3635264_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
d855d59f32f7ab94833d6ac43cc600d3,623,6862463,946678,nayeli,NAUCALPAN DE JUAREZ.1.4.4.A,https://shortextraction.grupomeiko.io/20230630/626_3635187_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
9def1b31ff4e0997eb1d679d72c0d88f,623,6862454,980269,lili,NEZAHUALCOYOTL.1.4.1.F,https://shortextraction.grupomeiko.io/20230630/626_3635104_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
f27ac217ade3922d509cb102e931313f,623,6862443,979150,Carmelita,CHALCO.1.1.7.None,https://shortextraction.grupomeiko.io/20230630/626_3635026_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
9166aba5b75d82682900a4aaec29e404,623,6862442,980266,lia,TEXCOCO.21.1.1.,https://shortextraction.grupomeiko.io/20230630/626_3635020_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
95724964868c317432d2555e6f215ee8,623,6862432,979148,la estrella,NEZAHUALCOYOTL.1.4.1.F,https://shortextraction.grupomeiko.io/20230630/626_3634939_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
5bc60091c930a4e2d055b6ba1e1e7a9c,623,6862424,980254,la poblanita,TEXCOCO.21.1.1.,https://shortextraction.grupomeiko.io/20230630/626_3634854_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
a5a79129a63d94164f1bc9ba747af29e,623,6862421,979147,super estrellita,NAUCALPAN DE JUAREZ.1.5.9.B,https://shortextraction.grupomeiko.io/20230630/626_3634834_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
5cc6a492a96a40a2e537c0ae117f9b30,subido,6862415,979143,misc norma,TLALNEPANTLA DE BAZ.1.5.7.A,https://shortextraction.grupomeiko.io/20230630/626_3634814_FotoStickerFemsa.jpg,,104313960,No aplica,NULL,NO aplica
ceafe7fa3fb358f832223c85f93b6a4c,623,6861701,981240,la fortuna,TEXCOCO.21.1.1.,https://shortextraction.grupomeiko.io/20230630/626_3634637_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
232987bbf41a86862db0105b6a6e5c70,623,6861700,981239,mari,TEXCOCO.21.1.1.,https://shortextraction.grupomeiko.io/20230630/626_3634636_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
6a8125d960242a127b44114eb13beffc,623,6861699,980244,quesadillas,TEXCOCO.21.1.1.,https://shortextraction.grupomeiko.io/20230630/626_3634635_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
5d479941774853eab3fca98a0e58c565,623,6861698,980243,los alpes,TEXCOCO.21.1.1.,https://shortextraction.grupomeiko.io/20230630/626_3634634_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
4925df3c9b728912b4e7c72b27a850c5,623,6861697,979127,la economica,TEXCOCO.21.1.1.None,https://shortextraction.grupomeiko.io/20230630/626_3634633_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
18c05fb986148fe4b357114c5d29d0af,623,6861696,980242,la pequeña,TEXCOCO.21.1.1.,https://shortextraction.grupomeiko.io/20230630/626_3634632_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
f8ef870e03acf7d9c2e8c673756ad000,subido,6861687,980240,miss maydelyne,ZUMPANGO.54.1.1.,https://shortextraction.grupomeiko.io/20230630/626_3634599_FotoStickerFemsa.jpg,,120186515,No tiene Match,NULL,NO aplica
b75f65329087670fb2d5c60d1c8f2c62,subido,6861644,980230,san lencho,NAUCALPAN DE JUAREZ.1.4.4.A,https://shortextraction.grupomeiko.io/20230630/626_3634205_FotoStickerFemsa.jpg,,130131198,No aplica,NULL,NO aplica
25e0b2b9ce30c03be85556974a611f98,623,6861628,979111,el pino,CUAUTITLAN.1.1.4.None,https://shortextraction.grupomeiko.io/20230630/626_3624038_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
652ae19511f576a06378c49891a6564a,623,6860314,979084,Savdi,CUAUTITLAN.1.1.4.None,https://shortextraction.grupomeiko.io/20230630/626_3623811_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
286c67d42f88a7f946b5ccac46cfb66c,623,6860310,980223,abts saory,CIUDAD DE MEXICO.6.2.9.B,https://shortextraction.grupomeiko.io/20230629/626_3623670_FotoStickerFemsa.jpg,,NO aplica,NO aplica,NO aplica,NO aplica
76988378abdb0e51c322aaf3e1d4c98d,subido,6860301,979081,abts vinos y licores karina,CIUDAD DE MEXICO.6.2.9.A,https://shortextraction.grupomeiko.io/20230629/626_3623661_FotoStickerFemsa.jpg,,100805912,"SI , idestablecimiento Diferente",792749,ajustar
b5f12289b070d980b22f25c9fae81e8d,623,6860285,799832,miselanea desiree,TULTITLAN.72.1.2.B,https://shortextraction.grupomeiko.io/20230628/626_3623274_FotoStickerFemsa.jpg,,NO carga la foto,,,ajustar
6753cfaa2f05dc3b1ec5103a0e7c8d62,623,6860283,980213,abarrotes roman II,TULTITLAN.72.1.2.B,https://shortextraction.grupomeiko.io/20230628/626_3623272_FotoStickerFemsa.jpg,,NO carga la foto,,,ajustar
bca3b7708608d03b02859401d2581693,623,6860279,980212,miselanea moni,TULTITLAN.72.1.1.B,https://shortextraction.grupomeiko.io/20230628/626_3623268_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
fd5f65f9989140a8cf96ae32c4c9e640,623,6860272,980210,chamukos,CIUDAD DE MEXICO.3.1.4.C,https://shortextraction.grupomeiko.io/20230628/626_3623048_FotoStickerFemsa.jpg,,No aplica ,No aplica,NULL,NO aplica
c175d7eba790946ac4a34a90f158f6f4,subido,6860269,980209,mini market miguel,CIUDAD DE MEXICO.3.1.4.C,https://shortextraction.grupomeiko.io/20230628/626_3623045_FotoStickerFemsa.jpg,,120325899,"SI , idestablecimiento Diferente",814378,ajustar
13cf2670cbf912536e7a09609aebfc2d,subido,6860258,928341,la nueva,CIUDAD DE MEXICO.3.1.4.A,https://shortextraction.grupomeiko.io/20230629/626_3623034_FotoStickerFemsa.jpg,,110201365,"SI , idestablecimiento Diferente",791156,ajustar
